user_id,username,activity_type,timestamp,source_ip,user_agent,device_info,is_suspicious,confidence_score,success,application_name,version,session_duration_minutes,memory_usage_mb,cpu_usage_percent,files_opened,file_count,total_size,destination,transfer_speed_mbps,encryption_used,transfer_method,database_name,query_type,rows_affected,execution_time_ms,tables_accessed,sensitive_data_accessed,recipient_count,external_recipients,attachment_count,total_attachment_size,subject_classification,sender_reputation,destination_ip,destination_domain,protocol,port,bytes_transferred,duration_seconds,connection_status,file_path,file_size,action,permission_level,command,arguments,exit_code,privilege_level,output_size_bytes,anomaly_type,risk_factors,location,login_attempts,department,service,flag,src_bytes,dst_bytes,network_bytes,num_failed_logins,logged_in,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,attack_type,hour,day_of_week,is_weekend,is_business_hours,root_shell,num_file_creations,num_shells,num_access_files
user_030,ggarcia,database_query,2025-09-25 09:30:51.454356,192.168.1.128,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",MacBook_1927,False,0.25059133914381126,,,,,,,,,,,,,,hr_db,SELECT,870.0,1543.0,5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_032,oshepard,application_launch,2025-10-16 16:47:51.454356,192.168.1.132,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_7184,False,0.1590628719257661,,Photoshop,3.9.0,69.0,1731.0,70.19740562071021,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_042,charlespeggy,file_access,2025-10-07 08:49:51.454356,192.168.1.171,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,Windows-Laptop_6028,False,0.1939443435650196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/list.crm,5132944.0,delete,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_010,user36,network_access,2025-09-25 16:25:54.335054,192.168.6.58,,,False,0.2407959729526591,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.223.156,,tcp,,1987.0,0.0,,,307.0,,,,,,,,,,,,IT,http,SF,307.0,1680.0,1680.0,0.0,True,4.0,7.0,0.0,0.0,1.0,0.0,69.0,255.0,normal,1.0,5.0,False,True,False,0.0,0.0,0.0
user_039,powellomar,application_launch,2025-10-06 09:37:51.454356,192.168.1.113,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Linux-Workstation_9638,False,0.2150442612511399,,Slack,6.4.3,429.0,1384.0,75.26702147620406,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_019,patrick73,system_command,2025-09-25 14:40:51.454356,192.168.1.195,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_2676,False,0.26160844999609045,,,,,,,,,,,,,,,,,9969.0,,,,,,,,,,,,,,,,,,,,rm,--result /great/office.mov,2.0,admin,949116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_012,bernardconner,system_command,2025-10-22 14:41:51.454356,192.168.1.26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_3180,False,0.2729083343696702,,,,,,,,,,,,,,,,,2004.0,,,,,,,,,,,,,,,,,,,,ps,--bill /add/however.avi,0.0,user,532952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_017,user20,network_access,2025-10-14 16:25:54.337499,192.168.7.45,,,False,0.17254527158695657,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.90.30,,tcp,,925.0,0.0,,,642.0,,,,,,,,,,,,Finance,smtp,SF,642.0,283.0,283.0,0.0,True,1.0,1.0,0.0,0.0,1.0,0.0,46.0,83.0,normal,8.0,3.0,False,False,False,0.0,0.0,0.0
user_010,anthony00,email_sent,2025-10-16 14:48:51.454356,92.123.11.161,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",MacBook_5577,False,0.18268006732442438,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,10887778.0,security,0.8944577537948105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_049,burnsrodney,login,2025-10-08 08:32:51.454356,192.168.1.176,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",Windows-Laptop_2374,False,0.18110239146881052,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_036,user12,network_access,2025-10-11 16:25:54.445765,192.168.2.71,,,False,0.276728154323043,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.124.251,,tcp,,803.0,0.0,,,323.0,,,,,,,,,,,,Operations,http,SF,323.0,480.0,480.0,0.0,True,8.0,8.0,0.0,0.0,1.0,0.0,10.0,255.0,normal,15.0,4.0,False,False,False,0.0,0.0,0.0
user_048,ddillon,file_upload,2025-10-03 09:42:51.454356,174.209.253.125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_3896,False,0.11723040024689824,,,,,,,,9.0,86785952.0,external_server,47.856164547711316,True,sftp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_040,jameskeller,email_sent,2025-09-29 09:48:51.454356,192.168.1.4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_2642,False,0.18181005206817058,,,,,,,,,,,,,,,,,,,,9.0,5.0,3.0,15972816.0,marketing,0.8420072716034404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_037,raymond24,logout,2025-09-26 18:06:51.454356,203.104.200.255,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,Linux-Workstation_4097,False,0.25041399311814017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_033,nday,logout,2025-10-02 21:29:51.454356,40.236.218.111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",Windows-Laptop_4857,False,0.12753060752179618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_041,lindagreen,application_launch,2025-09-24 13:20:51.454356,192.168.1.181,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_9181,False,0.13351373709723574,,Photoshop,14.4.1,117.0,725.0,57.36334604413075,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_024,user23,network_access,2025-09-24 16:25:53.395951,192.168.1.26,,,False,0.17172508185988772,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.25.112,,tcp,,6149.0,0.0,,,210.0,,,,,,,,,,,,HR,http,SF,210.0,5939.0,5939.0,0.0,True,6.0,6.0,0.0,0.0,1.0,0.0,255.0,255.0,normal,6.0,3.0,False,False,False,0.0,0.0,0.0
user_041,lindagreen,file_access,2025-10-01 13:23:51.454356,192.168.1.172,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_4274,False,0.18759916921726577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/herself.pptx,9289570.0,move,read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_017,edwardsjill,email_sent,2025-09-25 12:38:51.454356,160.112.142.70,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,MacBook_5383,False,0.28418394005029113,,,,,,,,,,,,,,,,,,,,16.0,0.0,3.0,1514369.0,marketing,0.8759502151342199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_025,nnash,file_access,2025-10-02 14:31:51.454356,192.168.1.107,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_3776,False,0.24664654084300364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/logs/1994-09-09/application.log,1333476.0,move,write,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_007,michelesullivan,file_access,2025-10-22 10:45:51.454356,192.168.1.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_3135,False,0.13777179685814595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/marketing/assets/consumer.jpg,2557369.0,move,read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_012,bernardconner,application_launch,2025-10-01 13:25:51.454356,192.168.1.249,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_8569,False,0.12469091667482274,,Excel,14.2.4,88.0,1547.0,68.95164255501098,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_026,kayla26,application_launch,2025-09-29 14:51:51.454356,192.168.1.53,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",MacBook_5758,False,0.28877685156106375,,IntelliJ,4.4.1,147.0,1933.0,57.92001947958159,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_047,michael58,database_query,2025-10-02 15:24:51.454356,192.168.1.70,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_6794,False,0.25346827199027233,,,,,,,,,,,,,,hr_db,UPDATE,371.0,3777.0,5.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_045,hrosales,email_sent,2025-09-23 14:39:51.454356,192.168.1.133,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Windows-Laptop_8159,False,0.2823454015910368,,,,,,,,,,,,,,,,,,,,17.0,5.0,3.0,18171007.0,business,0.9951609410548804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_049,burnsrodney,database_query,2025-10-15 13:36:51.454356,208.50.130.11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",Windows-Laptop_8108,False,0.11013303340085817,,,,,,,,,,,,,,inventory_db,INSERT,833.0,2633.0,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_008,schwartzandrew,file_access,2025-10-21 10:13:51.454356,192.168.1.10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_1004,False,0.21200996764008107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/truth.legal,2110185.0,move,read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_012,bernardconner,file_access,2025-10-09 10:40:51.454356,192.168.1.30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_7129,False,0.14293275437148092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/database/queries/doctor_query.sql,18865.0,delete,read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_048,ddillon,file_access,2025-09-29 11:39:51.454356,192.168.1.143,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_9588,False,0.2360106158015847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/likely.pptx,3832302.0,write,write,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_016,annaellis,file_access,2025-09-25 15:08:51.454356,109.143.90.57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Windows-Laptop_2463,False,0.1885314858827259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/src/modules/Congress.py,92080.0,copy,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_035,devans,email_sent,2025-10-08 12:41:51.454356,192.168.1.159,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",MacBook_6675,False,0.26093057971251565,,,,,,,,,,,,,,,,,,,,19.0,1.0,1.0,8600216.0,marketing,0.812294499333284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_008,user6,network_access,2025-10-01 16:25:54.298369,192.168.8.33,,,False,0.28448856218158414,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.79.156,,tcp,,1079.0,0.0,,,330.0,,,,,,,,,,,,HR,http,SF,330.0,749.0,749.0,0.0,True,31.0,32.0,0.0,0.0,1.0,0.0,255.0,255.0,normal,18.0,6.0,False,True,False,0.0,0.0,0.0
user_009,user38,network_access,2025-09-25 16:25:54.536113,192.168.8.33,,,False,0.15954327474779215,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.173.42,,tcp,,2281.0,0.0,,,350.0,,,,,,,,,,,,IT,http,SF,350.0,1931.0,1931.0,0.0,True,8.0,8.0,0.0,0.0,1.0,0.0,255.0,255.0,normal,14.0,0.0,False,True,False,0.0,0.0,0.0
user_008,schwartzandrew,login,2025-10-16 08:20:51.454356,192.168.1.210,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_6811,False,0.21641702671379032,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_003,amberyang,file_access,2025-10-16 14:58:51.454356,192.168.1.28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",Linux-Workstation_6366,False,0.206232706764583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/finance/reports/Q3_2024.xlsx,5232416.0,delete,write,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_035,devans,application_launch,2025-10-23 11:22:51.454356,22.65.188.249,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",MacBook_7387,False,0.16542559928339023,,Outlook,12.6.2,95.0,683.0,14.862872620963309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_014,seanmurray,file_access,2025-10-07 12:10:51.454356,192.168.1.137,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,Windows-Laptop_6023,False,0.27080011004051746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/documents/hundred_document.docx,1918788.0,move,read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_002,kylevaughn,file_upload,2025-09-23 16:14:51.454356,192.168.1.165,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_2001,False,0.19380826683373203,,,,,,,,8.0,6654954.0,cloud_storage,29.40775260354695,False,cloud_sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_004,alexanderrhodes,email_sent,2025-09-23 19:41:51.454356,192.168.1.140,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_2199,False,0.23277258905129164,,,,,,,,,,,,,,,,,,,,18.0,2.0,3.0,18429065.0,personal,0.804173236316796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_023,jowens,system_command,2025-09-25 17:34:51.454356,192.132.107.146,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",MacBook_2645,False,0.182418666375481,,,,,,,,,,,,,,,,,6704.0,,,,,,,,,,,,,,,,,,,,ls,--Mr /fish/away.pdf,0.0,user,532490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_013,lucas63,logout,2025-10-09 20:16:51.454356,192.168.1.166,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,Windows-Laptop_4458,False,0.12575496421167204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_017,edwardsjill,application_launch,2025-10-22 13:51:51.454356,180.112.5.76,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,MacBook_9422,False,0.20941274519040753,,Teams,1.5.5,338.0,1878.0,35.76055760104737,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_032,oshepard,database_query,2025-09-24 11:32:51.454356,192.168.1.226,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_6365,False,0.2637502740342064,,,,,,,,,,,,,,customer_db,INSERT,652.0,1167.0,5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_001,veronicawhitehead,database_query,2025-09-29 08:52:51.454356,192.168.1.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",Linux-Workstation_1897,False,0.17021537716763593,,,,,,,,,,,,,,financial_db,UPDATE,769.0,1501.0,5.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_017,edwardsjill,email_sent,2025-09-25 11:17:51.454356,30.25.172.30,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,MacBook_9184,False,0.24297092628398848,,,,,,,,,,,,,,,,,,,,18.0,1.0,3.0,21452438.0,security,0.864651469290365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_041,user29,network_access,2025-10-16 16:25:53.447084,192.168.6.82,,,False,0.24215811834202594,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.220.105,,tcp,,791.0,0.0,,,307.0,,,,,,,,,,,,Finance,http,SF,307.0,484.0,484.0,0.0,True,20.0,22.0,0.0,0.0,1.0,0.0,255.0,255.0,normal,22.0,3.0,False,False,False,0.0,0.0,0.0
user_031,nataliesharp,application_launch,2025-10-06 19:59:51.454356,174.195.131.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Linux-Workstation_2939,False,0.10158335147715176,,SAP,4.1.1,164.0,1312.0,70.29583548728031,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_046,kellybrian,application_launch,2025-10-08 15:12:51.454356,192.168.1.34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_9261,False,0.299131058559033,,SAP,5.7.6,251.0,1080.0,83.87891966783177,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_028,ryanwhite,email_sent,2025-10-08 12:20:51.454356,192.168.1.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_8822,False,0.17611854861726514,,,,,,,,,,,,,,,,,,,,15.0,5.0,3.0,3544150.0,personal,0.8332323122084856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
